company_name,company_address,company_ltd,company_lng,company_verified,company_coordinates
ColorMagic GmbH,"Letzigraben 134a, P.O. Box: 8047, Zurich",,,,
Comratio Technology & Consulting GmbH,"Jungstrasse 9, P.O. Box: 8050, Zurich",,,,
Compona Ag,"Undermulistrasse 16 8320 Fehraltorf, Zurich",,,,"47 23m 25.411s N, 8 44m 32.671s E"
Confiserie Sprüngli AG,"Bahnhofstrasse 21, P.O. Box: 8001, Zurich",,,,
ConventionPoint,"Selnaustrasse 30, P.O. Box: 8001, Zurich",,,,
Content Marketing Agentur,"Seconda Posta Vecchia, Adetswilerstrasse 45b, Zurich",,,  Verified,
Conversion Optimierung,"Adetswilerstrasse 45b, Zurich",,,  Verified,"47 20m 21.001s N, 8 50m 26.4105s E"
Copy Quick Digital AG,"Birmensdorferstrasse 155, P.O. Box: 8003, Zurich",,,,
Cornèr Bank AG,"Usteristrasse 14, P.O. Box: 8001, Zurich",,,,
Corak AG,"Flurstrasse 93, P.O. Box: 8047, Zurich",,,,
Corti AG,"P.O. Box: 8050, Zurich",,,,
Costa Kreuzfahrten GmbH,"Stampfenbachstrasse 61, P.O. Box: 8006, Zurich",,,,
Coutts & Co AG,"Stauffacherstrasse 1, P.O. Box: 8004, Zurich",,,,
CREATING SPACE,"Seefeldstrasse 239, P.O. Box: 8008, Zurich",,,,
CREALOGIX E-Banking AG,"Baslerstrasse 60, P.O. Box: 8048, Zurich",,,,
CREALOGIX E-Business AG,"Baslerstrasse 60, P.O. Box: 8048, Zurich",,,,
CREALOGIX Holding AG,"Baslerstrasse 60, P.O. Box: 8048, Zurich",,,,
C & R Schreinerei AG,"Albulastrasse 24, P.O. Box: 8048, Zurich",,,,
Cruisetour AG,"General-Wille-Strasse 10, P.O. Box: 8002, Zurich",,,,
CSL Immobilien AG,"Schärenmoosstrasse 77, P.O. Box: 8052, Zurich",,,,
Cultimedia,"Stampfenbachstrasse 48 8006zurich, Zurich",,,,
Cultoura Reisen & Galerie,"Kalkbreitestrasse 57 8032zurich, Zurich",,,,
CW Elektro Windmeier GmbH,"Hofwiesenstrasse 55/77, P.O. Box: 8057, Zurich",,,,
DAHEIM Verwaltung,"Frankentalerstrasse 1, P.O. Box: 8049, Zurich",,,,
Dahm Pestelacci Lorenza,"Gartenstrasse 33, P.O. Box: 8002, Zurich",,,,
Dana Lewu,"Balberstrasse 49, Zurich",,,  Verified,"47 20m 19.6008s N, 8 31m 40.3232s E"
David Gym AG,"Letzigraben 165, P.O. Box: 8047, Zurich",,,,
"David Pepe, Bildhaueratelier u. Grabmalkunst","Thujastrasse 58, P.O. Box: 8038, Zurich",,,,
"5 DAYS OF TRAINING ""NOW IS THE TIME TO BECOME CERTIFIED","Technopark Technoparkstrasse 1, Zurich",,,  Verified,"47 23m 23.4019s N, 8 30m 56.0982s E"
D'Cunja Jaya,"Badenerstrasse 333 / Albisriederplatz, P.O. Box: 8003, Zurich",,,,
Decrauzat AG,"Lerchenhalde 71, P.O. Box: 8046, Zurich",,,,
Delta Glas Zuerich,"Bertastrasse 15, P.O. Box: 8003, Zurich",,,,
Del Solar Reisen & Bücher AG,"Spiegelgasse 11, P.O. Box: 8001, Zurich",,,,
Delta Schule Zürich,"Freiestrasse 47, P.O. Box: 8032, Zurich",,,,
Dietrich A. AG Baugeschäft,"Bändlistrasse 89, P.O. Box: 8064, Zurich",,,,
Die Brille AG,"Schaffhauserstrasse 70, P.O. Box: 8057, Zurich",,,,
Digicomp Academy AG,"Limmatstrasse 50, P.O. Box: 8005, Zurich",,,,
DIGIFUCHS,"Seestrasse 5 beim Bhf Enge, P.O. Box: 8002, Zurich",,,,
Discover Out Loud,"Ausstellungsstrasse 36, Zurich",,,  Verified,"47 22m 55.7407s N, 8 32m 11.8601s E"
Dörnberger,"Wehntalerstrasse 541, P.O. Box: 8046, Zurich",,,,
Dolder Waldhaus,"Kurhausstrasse 20, P.O. Box: 8032, Zurich",,,,
Drahtzug Kieferorthopädie,"Drahtzugstrasse 18, P.O. Box: 8008, Zurich",,,,
Drück Martin,"Zweierstrasse 35, P.O. Box: 8004, Zurich",,,,
Drusberg Reisen,"Werdstrasse 128, P.O. Box: 8004, Zurich",,,,
Ducksch + Anliker Architekten AG,"Hohlstrasse 473, P.O. Box: 8048, Zurich",,,,
DZ PRIVATBANK (Schweiz) AG,"Münsterhof 12, P.O. Box: 8001, Zurich",,,,
eat.ch GmbH,"Steinstrasse 37, P.O. Box: 8003, Zurich",,,,
EB Zürich,"Riesbachstrasse 11, P.O. Box: 8008, Zurich",,,,
Eckenstein Ibd,"Morgenrainstrasse 10 8620wetzikon, Zurich",,,,
ECOVIS ws&p ag,"Mühlebachstrasse 2, P.O. Box: 8008, Zurich",,,,
ECOVIS ws&p wirtschaftsprüfung ag,"Mühlebachstrasse 2, P.O. Box: 8008, Zurich",,,,
Educon,"Münchhaldenstrasse 10, P.O. Box: 8008, Zurich",,,,
Eggenberger Walter Schreinerei AG,"Mööslistrasse 3, P.O. Box: 8038, Zurich",,,,
Eigensatz AG,"Baslerstrasse 44, P.O. Box: 8048, Zurich",,,,
Electrolux AG Haushaltgeräte,"Badenerstrasse 587, P.O. Box: 8048, Zurich",,,,
Elektro Glatt AG,"Bülachstrasse 9, P.O. Box: 8057, Zurich",,,,
Elektra Zürich AG,"Bachtobelstrasse 10, P.O. Box: 8045, Zurich",,,,
Elena Widmer Photography,"Bahnhofstrasse 52/203, Zurich",,,  Verified,"47 17m 47.0011s N, 8 33m 54.7218s E"
EMA house-The Zurich All Suite Hotel,"Nordstrasse 1, P.O. Box: 8006, Zurich",,,,
ENAIP SVIZZERA,"Weberstrasse 3, P.O. Box: 8004, Zurich",,,,
Ergodata AG,"Würzgrabenstrasse 5, P.O. Box: 8048, Zurich",,,,
Ergopoint GmbH,"Wallisellenstrasse 453, P.O. Box: 8050, Zurich",,,,
ErgoPoint GmbH Rückenzentrum,"Wallisellenstrasse 453, P.O. Box: 8050, Zurich",,,,
Ergo communication asw gmbh,"Rötelstrasse 10, P.O. Box: 8006, Zurich",,,,
ERNE AG Bauunternehmung,"Fabrikstrasse 50, P.O. Box: 8005, Zurich",,,,
Ernst Hansruedi,"Schaffhauserstrasse 239, P.O. Box: 8057, Zurich",,,,
ESL-Sprachaufenthalte,"Bahnhofplatz 4, P.O. Box: 8001, Zurich",,,,
Esprit Personalberatung AG,"Badenerstrasse 16-18, P.O. Box: 8004, Zurich",,,,
ESSLINGER AG,"Herrligstrasse 35, P.O. Box: 8048, Zurich",,,,
Ethos Stiftung,"Gessnerallee 32, P.O. Box: 8001, Zurich",,,,
Euler Hermes Services Schweiz AG,"Tödistrasse 65, P.O. Box: 8002, Zurich",,,,
European Business School,"Andreasstrasse 15, P.O. Box: 8050, Zurich",,,,
Eurexpo AG,"Hohlstrasse 457, P.O. Box: 8048, Zurich",,,,
EUROBUS welti furrer AG,"Pfingstweidstrasse 31a, P.O. Box: 8005, Zurich",,,,
ewzert ag,"Giesshübelstrasse 69, P.O. Box: 8045, Zurich",,,,
Fachschule Viventa,"Wipkingerplatz 4, P.O. Box: 8037, Zurich",,,,
Factum AG,"Hohlstrasse 511, P.O. Box: 8048, Zurich",,,,
fairsicherungsberatung AG,"Zweierstrasse 50, P.O. Box: 8004, Zurich",,,,
"Falk, Buch- und Grafikantiquariat Auktionen","Münstergasse 21, P.O. Box: 8001, Zurich",,,,
"Falk, Buch- und Grafikantiquariat Auktionen","Mommsenstrasse 2, P.O. Box: 8044, Zurich",,,,
Fankhauser Rechtsanwälte,"Rennweg 10, P.O. Box: 8001, Zurich",,,,
FC Zürich,"Letzigraben 89, P.O. Box: 8003, Zurich",,,,
Feldpausch,"Bahnhofstrasse 88, P.O. Box: 8001, Zurich",,,,
Fensterfabrik Albisrieden AG,"Fellenbergweg 15, P.O. Box: 8047, Zurich",,,,
Ferlin Casa,"Stampfenbachstrasse 38, P.O. Box: 8006, Zurich",,,,
Ferax Treuhand AG,"Letzigraben 89, P.O. Box: 8003, Zurich",,,,
Fix Gerüstbau AG,"Grubenackerstrasse 73, P.O. Box: 8052, Zurich",,,,
Florio Ivrea,"Streulistrasse 19, P.O. Box: 8032, Zurich",,,,
Flugladen Puls 5,"Giessereistrasse 18, P.O. Box: 8005, Zurich",,,,
Forel Klinik Ambulatorium,"Zwingliplatz 1, P.O. Box: 8001, Zurich",,,,
Forel Klinik Tagesklinik,"Sihlquai 255, P.O. Box: 8005, Zurich",,,,
Formodruck AG,"Geerenweg 2, P.O. Box: 8048, Zurich",,,,
Fotografia Hausheer AG,"Flurstrasse 93, P.O. Box: 8047, Zurich",,,,
Foto Fuchs,"Seestrasse 5, P.O. Box: 8002, Zurich",,,,
Fotoschule cap,"Mythenquai 353, P.O. Box: 8038, Zurich",,,,
Franzeck Ulrich K. (-Wicki),"Stadelhoferstrasse 8 /Bahnhofgebäude, P.O. Box: 8001, Zurich",,,,
Franziskaner,"Niederdorfstrasse 1, P.O. Box: 8001, Zurich",,,,
Freies Gymnasium Zürich,"Arbenzstrasse 19, P.O. Box: 8008, Zurich",,,,
FRIEDLIPARTNER AG,"Nansenstrasse 5, P.O. Box: 8050, Zurich",,,,
Fritzsche Gärten,"Flüelastrasse 54, P.O. Box: 8047, Zurich",,,,
Frick Eugen,"Eisengasse 2 /Seefeldstr. 55, P.O. Box: 8008, Zurich",,,,
Frick Markus R.,"Seefeldstrasse 123, P.O. Box: 8008, Zurich",,,,
Fuchs Foto,"Seestrasse 5, P.O. Box: 8002, Zurich",,,,
Fuchs Video,"Seestrasse 5, P.O. Box: 8002, Zurich",,,,
für Schlafmedizin Schlaflabor Fluntern,"Zürichbergstrasse 70, P.O. Box: 8044, Zurich",,,,
Fussball-Corner Oechslin AG,"Schaffhauserplatz 10, P.O. Box: 8006, Zurich",,,,
Gaggini Anwälte & Co,"Ausstellungsstrasse 41, P.O. Box: 8005, Zurich",,,,
Genossenschaft Veloblitz,"Hardstrasse 81, P.O. Box: 8004, Zurich",,,,
Genetica AG Humangenetisches Labor,"Weinbergstrasse 9, P.O. Box: 8001, Zurich",,,,
Genetica AG,"Weinbergstrasse 9, P.O. Box: 8001, Zurich",,,,
Gentica AG Humangenetisches Labor,"Weinbergstrasse 9, P.O. Box: 8001, Zurich",,,,
Geologisches Büro,"Heinrichstrasse 118, P.O. Box: 8005, Zurich",,,,
Gesellschaft für Volkswirtschaft und Statistik (SGVS),"Börsenstrasse 15, P.O. Box: 8001, Zurich",,,,
GGZ Gartenbau,"Im Holzerhurd 56, P.O. Box: 8046, Zurich",,,,
Giger Hans,"Uraniastrasse 12, P.O. Box: 8001, Zurich",,,,
Giger Gion,"Seefeldstrasse 123, P.O. Box: 8008, Zurich",,,,
Gira Reinigung AG Facility Services,"Uetlibergstrasse 129, P.O. Box: 8045, Zurich",,,,
Globesailing GmbH,"Mythenquai 25, P.O. Box: 8002, Zurich",,,,
Glockenhof,"Sihlstrasse 31, P.O. Box: 8001, Zurich",,,,
GMC-Instruments Schweiz AG,"Glatttalstrasse 63, P.O. Box: 8052, Zurich",,,,
Gnädinger am Schaffhauserplatz AG,"Schaffhauserstrasse 57 /Schaffhauserplatz, P.O. Box: 8057, Zurich",,,,
GÖTTE OPTIK,"Bahnhofstrasse 100, P.O. Box: 8001, Zurich",,,,
Göbel AG,"Lutherstrasse 6, P.O. Box: 8004, Zurich",,,,
GÖTTE OPTIK AG,"Bahnhofstrasse 100, P.O. Box: 8001, Zurich",,,,
Google Adwords Ads Agentur,"CO2 Kommunikation, Agentur für Online Marketing, Adetswilerstrasse 45b, Zurich",,,  Verified,
go4work ag,"Franklinstrasse 33, P.O. Box: 8050, Zurich",,,,
Graf Treuhandbüro,"Zürichbergstrasse 46a, P.O. Box: 8044, Zurich",,,,
Gräub Office AG,"Hardturmstrasse 253, P.O. Box: 8005, Zurich",,,,
Grayling Schweiz AG,"Niederdorfstrasse 88, P.O. Box: 8001, Zurich",,,,
Graf H. P. GmbH,"Buhnrain 12, P.O. Box: 8052, Zurich",,,,
GREGO Jasmin Grego & Stephanie Kühnle,"Helenastrasse 3, P.O. Box: 8008, Zurich",,,,
GreenStuff,"Chuderstrasse 7, Zurich",,,  Verified,"47 24m 27.4052s N, 8 45m 40.7085s E"
Grimm Hansruedi,"Rütistrasse 30, P.O. Box: 8032, Zurich",,,,
Grossmann-Shaikh Aisha Karen,"Karstlernstrasse 9, P.O. Box: 8048, Zurich",,,,
Gros & Waltenspühl,"Stockerstrasse 10, P.O. Box: 8002, Zurich",,,,
Gucker Adolf,"Alderstrasse 26, P.O. Box: 8008, Zurich",,,,
Günthardt Heizöl,"Neunbrunnenstrasse 38, P.O. Box: 8050, Zurich",,,,
Güntensperger Storen,"Wagnergasse 16, P.O. Box: 8008, Zurich",,,,
Guggenbühl & Bächer Recruitment AG,"Seehofstrasse 6, P.O. Box: 8008, Zurich",,,,
Gunz Florian (-Niedermann),"Seefeldstrasse 123, P.O. Box: 8008, Zurich",,,,
Guyer Wärme und Wasser AG,"Zürichbergstrasse 80, P.O. Box: 8044, Zurich",,,,
GYSIN RUEDI AG,"Im eisernen Zeit 31, P.O. Box: 8057, Zurich",,,,
Hadad David,"Seefeldstrasse 123, P.O. Box: 8008, Zurich",,,,
Hägeli W. AG Orthopädie-Technik,"Röschibachstrasse 46, P.O. Box: 8037, Zurich",,,,
Hälg Facility Management AG,"Förrlibuckstrasse 66, P.O. Box: 8005, Zurich",,,,
Haegeli Karl Erben,"Würzgrabenstrasse 6, P.O. Box: 8048, Zurich",,,,
Hägni AG,"Friesenbergstrasse 221, P.O. Box: 8055, Zurich",,,,
Haefeli Diamantwerkzeugfabrik AG,"Riedenhaldenstrasse 51, P.O. Box: 8046, Zurich",,,,
Handels- & Gewerbedruckerei Zuberbühler Rolf AG,"Häringstrasse 5, P.O. Box: 8001, Zurich",,,,
Handwerkskollektiv HK,"Limmatstrasse 28, P.O. Box: 8005, Zurich",,,,
Handels- & Gewerbedruckerei Rolf Zuberbühler AG,"Häringstrasse 5, P.O. Box: 8001, Zurich",,,,
Happy Versicherungen GmbH,"Flurstrasse 30, P.O. Box: 8048, Zurich",,,,
Harder Schreinerei Ag,"Wildbachstrasse 11 8400winterthur, Zurich",,,,
Hauser Thomas,"Walchestrasse 11, P.O. Box: 8006, Zurich",,,,
Haug & Partner AG,"Bellerivestrasse 18, P.O. Box: 8008, Zurich",,,,
Hausammann,"Universitätstrasse 88, P.O. Box: 8006, Zurich",,,,
Haus der Bibel,"Bäckerstrasse 10, P.O. Box: 8004, Zurich",,,,
Hauenstein AG,"Winterthurerstrasse 709, P.O. Box: 8051, Zurich",,,,
HAWORTH Schweiz AG,"Thurgauerstrasse 40, P.O. Box: 8050, Zurich",,,,
Hefti Michael,"Seefeldstrasse 123, P.O. Box: 8008, Zurich",,,,
Hegetschweiler Hans,"Stampfenbachstrasse 151, P.O. Box: 8006, Zurich",,,,
Helsana Versicherungen,"Weinbergstrasse 5, P.O. Box: 8001, Zurich",,,,
Helvetic Tours,"Edisonstrasse 22 Am Marktplatz, P.O. Box: 8050, Zurich",,,,
Herzog Umbauten AG,"Heinrichstrasse 177, P.O. Box: 8005, Zurich",,,,
Herrmann Simona,"Gartenstrasse 33, P.O. Box: 8002, Zurich",,,,
Herger,"Regensbergstrasse 322, P.O. Box: 8050, Zurich",,,,
Hess- Divo AG,"Löwenstrasse 55, P.O. Box: 8001, Zurich",,,,
Hess Transporte,"P.O. Box: 8045, Zurich",,,,
HiFi Kaufmann,"Saumstrasse 11, P.O. Box: 8003, Zurich",,,,
Hinduja Bank (Schweiz) AG,"Florastrasse 7, P.O. Box: 8008, Zurich",,,,
Hirsch-Apotheke AG,"Schaffhauserstrasse 124, P.O. Box: 8057, Zurich",,,,
Hirzel Heizöl,"Neunbrunnenstrasse 38, P.O. Box: 8050, Zurich",,,,
Hobel Genossenschaft,"Neumarkt 8, P.O. Box: 8001, Zurich",,,,
Hobel,"Aargauerstrasse 251, P.O. Box: 8048, Zurich",,,,
Hochparterre AG,"Ausstellungsstrasse 25, P.O. Box: 8005, Zurich",,,,
Höhere Fachschule für den Detailhandel,"Hohlstrasse 535, P.O. Box: 8048, Zurich",,,,
"Höltschi und Schurter, Dipl. Ing. ETH/SIA AG","Schulstrasse 40, P.O. Box: 8050, Zurich",,,,
Hofmann Dieter,"Seefeldstrasse 123, P.O. Box: 8008, Zurich",,,,
Hofer Stefan,"Zeltweg 26, P.O. Box: 8032, Zurich",,,,
Holliger AG,"Schöneggstrasse 10-12, P.O. Box: 8004, Zurich",,,,
Holtwick L. und Drews N.,"Fraumünsterstrasse 21, P.O. Box: 8001, Zurich",,,,
Homburger AG,"Hardstrasse 201, P.O. Box: 8005, Zurich",,,,
Honda Automobile Zürich,"Letzigraben 77, P.O. Box: 8003, Zurich",,,,
Hongler Peter,"Seefeldstrasse 123, P.O. Box: 8008, Zurich",,,,
Hot Heels,"Räffelstrasse 25, P.O. Box: 8045, Zurich",,,,
"House of Spirit, Tanja Walser","Gräbligasse 2, P.O. Box: 8001, Zurich",,,,
"HSBC Bank plc, London Zurich Branch","Bederstrasse 49, P.O. Box: 8002, Zurich",,,,
HSO Schulen Zürich,"Andreasstrasse 15, P.O. Box: 8050, Zurich",,,,
Hubschmid Umzüge und Transporte GmbH,"Hohlstrasse 438, P.O. Box: 8048, Zurich",,,,
Hugo Peters AG,"Schifflände 32, P.O. Box: 8001, Zurich",,,,
Hug & Co. Musikverlage,"Limmatquai 28-30, P.O. Box: 8001, Zurich",,,,
Huron AG,"Kanzleistrasse 127, P.O. Box: 8004, Zurich",,,,
Hutmacher Marco,"Badenerstrasse 333 / Albisriederplatz, P.O. Box: 8003, Zurich",,,,
Hydroplant AG,"Neunbrunnenstrasse 50, P.O. Box: 8050, Zurich",,,,
HZ Wechselrahmen Madörin + Cie,"Rotbuchstrasse 66, P.O. Box: 8037, Zurich",,,,
IAP Institut für Angewandte Psychologie Zürich,"Merkurstrasse 43, P.O. Box: 8032, Zurich",,,,
IDS AG,"Technoparkstrasse 1, P.O. Box: 8005, Zurich",,,,
IE Engineering Group AG,"Wiesenstrasse 7, P.O. Box: 8008, Zurich",,,,
IE Food Engineering,"Wiesenstrasse 7, P.O. Box: 8008, Zurich",,,,
IE Graphic Engineering,"Wiesenstrasse 7, P.O. Box: 8008, Zurich",,,,
IE Industrial Engineering Zürich AG,"Wiesenstrasse 7, P.O. Box: 8008, Zurich",,,,
IE Life Science Engineering,"Wiesenstrasse 7, P.O. Box: 8008, Zurich",,,,
IE Plast Engineering,"Wiesenstrasse 7, P.O. Box: 8008, Zurich",,,,
IE Technology Engineering,"Wiesenstrasse 7, P.O. Box: 8008, Zurich",,,,
IFP AG,"Schaffhauserstrasse 358, P.O. Box: 8050, Zurich",,,,
IG Instrumenten-Gesellschaft AG,"Räffelstrasse 32, P.O. Box: 8045, Zurich",,,,
IG Leasing AG,"Albisriederstrasse 243B, P.O. Box: 8047, Zurich",,,,
Imagine,"Bahnhofplatz 15, P.O. Box: 8001, Zurich",,,,
Immunologie-Zentrum Zürich IZZ,"Walchestrasse 11, P.O. Box: 8006, Zurich",,,,
IMPACT SelbstSicherheit,"Hardturmstrasse 68, P.O. Box: 8005, Zurich",,,,
Imperial Interiors,"Nüschelerstrasse 30, P.O. Box: 8001, Zurich",,,,
Inbauteam,"Baslerstrasse 137, P.O. Box: 8048, Zurich",,,,
Inderbitzi Rolf,"Witellikerstrasse 40, P.O. Box: 8008, Zurich",,,,
Insektol AG Pest Control,"Ueberlandstrasse 341, P.O. Box: 8051, Zurich",,,,
INSIDER Travel & Consulting GmbH,"Im Hagenbrünneli 8, P.O. Box: 8046, Zurich",,,,
Interfol AG,"Thurgauerstrasse 72, P.O. Box: 8050, Zurich",,,,
INTERIOR SHOWROOM,"Schwanengasse 2, P.O. Box: 8001, Zurich",,,,
Isler Handels AG,"Falkenstrasse 26, P.O. Box: 8008, Zurich",,,,
Isler Peter,"Falkenstrasse 26, P.O. Box: 8008, Zurich",,,,
Isoflex AG,"Rautistrasse 8, P.O. Box: 8047, Zurich",,,,
IWB Integriertes Wohnen für Behinderte,"Förrlibuckstrasse 110, P.O. Box: 8005, Zurich",,,,
IZZ Immunologie-Zentrum Zürich,"Walchestrasse 11, P.O. Box: 8006, Zurich",,,,
Jacobs Reto,"Seefeldstrasse 123, P.O. Box: 8008, Zurich",,,,
Jakob Scherrer Söhne AG,"Allmendstrasse 5, P.O. Box: 8002, Zurich",,,,
Japan Tours by Ad Gentes,"Lintheschergasse 21, P.O. Box: 8001, Zurich",,,,
Jecklin & Co AG,"Rämistrasse 30, P.O. Box: 8001, Zurich",,,,
Jecklin & Co. AG,"Rämistrasse 42, P.O. Box: 8001, Zurich",,,,
J. H. Keller AG Automobile,"Vulkanstrasse 120, P.O. Box: 8048, Zurich",,,,
Jörg Walter,"Hirschwiesenstrasse 9, P.O. Box: 8057, Zurich",,,,
Jörg Nanette (-Eidenbenz),"Hirschwiesenstrasse 9, P.O. Box: 8057, Zurich",,,,
Jörg Walter (-Eidenbenz),"Hirschwiesenstrasse 9, P.O. Box: 8057, Zurich",,,,
Jordi Elisabeth,"Loorenstrasse 29d, P.O. Box: 8053, Zurich",,,,
Jost's Töff-Lade AG,"Herzogenmühlestrasse 20, P.O. Box: 8051, Zurich",,,,
Jüdischer Nationalfonds (Schweiz),"Schweizergasse 22, P.O. Box: 8001, Zurich",,,,
Junga Gerhard,"Goethestrasse 20, P.O. Box: 8001, Zurich",,,,
Juventus Schulen,"Lagerstrasse 45, P.O. Box: 8004, Zurich",,,,
Juventus,"Lagerstrasse 45, P.O. Box: 8004, Zurich",,,,
Kälin Deckenbau AG,"Krokusweg 6, P.O. Box: 8057, Zurich",,,,
Kägi Martin K.,"Schaffhauserstrasse 355, P.O. Box: 8050, Zurich",,,,
Kalaidos Fachhochschule Wirtschaft AG,"Jungholzstrasse 43, P.O. Box: 8050, Zurich",,,,
Kalaidos Fachhochschule Gesundheit,"Pestalozzistrasse 5, P.O. Box: 8032, Zurich",,,,
KAMER ARCHITEKTEN AG,"Seestrasse 330, P.O. Box: 8038, Zurich",,,,
Katumba Philipp,"Badenerstrasse 333 / Albisriederplatz, P.O. Box: 8003, Zurich",,,,
Kaufmännischer Verband Zürich (KVZ),"Pelikanstrasse 18, P.O. Box: 8001, Zurich",,,,
Keller Felix,"Englischviertelstrasse 24, P.O. Box: 8032, Zurich",,,,
KENDRIS AG,"Wengistrasse 1, P.O. Box: 8004, Zurich",,,,
K33 Hairhotel,"Zentralstrasse 119a, P.O. Box: 8003, Zurich",,,,
Kieferorthopädie Stadelhofen,"Gottfried-Keller-Strasse 7, P.O. Box: 8001, Zurich",,,,
Kinderbuchladen Zürich Schatzmann & Vitali GmbH,"Oberdorfstrasse 32, P.O. Box: 8001, Zurich",,,,
Kirtz media,"Stampfenbachstrasse 48, P.O. Box: 8006, Zurich",,,,
Klainguti Michael,"Goethestrasse 20, P.O. Box: 8001, Zurich",,,,
Klanghaus Gandharva Loka,"Brunngasse 7, P.O. Box: 8001, Zurich",,,,
Kleger Paul AG,"Ausserdorfstrasse 24, P.O. Box: 8052, Zurich",,,,
Klinik Lindenegg,"Nordstrasse 70, P.O. Box: 8006, Zurich",,,,
Klinik am Zürichberg,"Dolderstrasse 107, P.O. Box: 8032, Zurich",,,,
Klöti Malergeschäft AG,"Florastrasse 56, P.O. Box: 8008, Zurich",,,,
Knobloch Michael,"Wehntalerstrasse 441, P.O. Box: 8046, Zurich",,,,
Kohlert Helfried,"Theaterstrasse 2, P.O. Box: 8001, Zurich",,,,
Kohlberg & Partner GmbH,"Löwenstrasse 30, P.O. Box: 8001, Zurich",,,,
Koller Auktionen AG,"Hardturmstrasse 102, P.O. Box: 8005, Zurich",,,,
Kordeuter Inneneinrichtungen AG,"Bleicherweg 7a, P.O. Box: 8002, Zurich",,,,
KOVI AG,"Stauffacherstrasse 179, P.O. Box: 8004, Zurich",,,,
Kraus Daniel,"Bahnhofstrasse 22, P.O. Box: 8001, Zurich",,,,
Kramer Andreas,"Scheuchzerstrasse 44, P.O. Box: 8006, Zurich",,,,
Kramer-Oswald Denise,"Scheuchzerstrasse 44, P.O. Box: 8006, Zurich",,,,
Kreiner H. AG,"Langmauerstrasse 27, P.O. Box: 8006, Zurich",,,,
Kresing Julia,"Badenerstrasse 333 / Albisriederplatz, P.O. Box: 8003, Zurich",,,,
Kristallglanz GmbH,"Karstlernstrasse 14, P.O. Box: 8048, Zurich",,,,
Krone Unterstrass,"Schaffhauserstrasse 1, P.O. Box: 8006, Zurich",,,,
Krone-Limmatquai,"Limmatquai 88, P.O. Box: 8001, Zurich",,,,
KubnyArt GmbH,"Ackersteinstrasse 20, P.O. Box: 8049, Zurich",,,,
Kündig W. & Cie AG,"Stampfenbachstrasse 38, P.O. Box: 8006, Zurich",,,,
Kuoni Geschäftsreisen AG,"Neue Hard 7, P.O. Box: 8005, Zurich",,,,
Kuoni Reisen AG,"Bellevueplatz 5, P.O. Box: 8001, Zurich",,,,
KUONI Transport + Umzüge AG,"Hohlstrasse 438, P.O. Box: 8048, Zurich",,,,
Kuoni Bellevue,"Bellevueplatz Limmatquai, P.O. Box: 8001, Zurich",,,,
KV ZÜRICH BUSINESS SCHOOL,"Limmatstrasse 310, P.O. Box: 8005, Zurich",,,,
Kyburz AG,"Grubenstrasse 38, P.O. Box: 8045, Zurich",,,,
Lachenmeier Thomas &. Co,"Josefstrasse 29, P.O. Box: 8005, Zurich",,,,
landert jürg. gastronomie. konzepte. consulting ltd,"Renggerstrasse 60, P.O. Box: 8038, Zurich",,,,
LAP- / QV-Vorbereitung für Lernende SFK Schule für Förderkurse Zürich,"Heinrichstrasse 239, P.O. Box: 8005, Zurich",,,,
Laredo Guido,"Stockerstrasse 10, P.O. Box: 8002, Zurich",,,,
L + A Steuerberatung & Treuhand AG,"Badenerstrasse 745, P.O. Box: 8048, Zurich",,,,
Laug Treuhand AG,"Anemonenstrasse 32, P.O. Box: 8047, Zurich",,,,
Lautenbach Annegret (-Koch),"Löwenstrasse 17, P.O. Box: 8001, Zurich",,,,
LBBW (Schweiz) AG,"Beethovenstrasse 11, P.O. Box: 8002, Zurich",,,,
learning link,"Heuelstrasse 7, P.O. Box: 8032, Zurich",,,,
Legends Travel GmbH,"Klosbachstrasse 45, P.O. Box: 8032, Zurich",,,,
Leins AG,"Birmensdorferstrasse 541, P.O. Box: 8055, Zurich",,,,
Leibacher AG,"Uraniastrasse 35, P.O. Box: 8001, Zurich",,,,
Lengg,"Bleulerstrasse 41, P.O. Box: 8008, Zurich",,,,
Leonhards-Apotheke,"Stampfenbachstrasse 7, P.O. Box: 8001, Zurich",,,,
Le Papillon,"Münstergasse 18, P.O. Box: 8001, Zurich",,,,
Lerch AG,"Rötelstrasse 84, P.O. Box: 8057, Zurich",,,,
LernCenter,"Asylstrasse 35, P.O. Box: 8032, Zurich",,,,
LES TISSUS COLBERT,"Forchstrasse 99, P.O. Box: 8032, Zurich",,,,
Leuner Thomas,"Heinrichstrasse 177, P.O. Box: 8005, Zurich",,,,
Leutenegger Hugo A.,"Walchestrasse 11, P.O. Box: 8006, Zurich",,,,
Leupi Benjamin,"Bahnhofstrasse 22, P.O. Box: 8001, Zurich",,,,
Lieberherr Jacqueline,"Gartenstrasse 33, P.O. Box: 8002, Zurich",,,,
LIMA Behandlungsliegen & Praxiszubehör,"Berninastrasse 11, P.O. Box: 8057, Zurich",,,,
Lips Ernst AG,"Knüslistrasse 4, P.O. Box: 8004, Zurich",,,,
Lista,"Hardturmstrasse 253, P.O. Box: 8005, Zurich",,,,
LITHOP ELECTRONIC MEDIA AG,"Klosbachstrasse 72, P.O. Box: 8032, Zurich",,,,
